Issue Type,Issue key,Status,Labels,Status Last Changed,Desired Ship Date,Priority
MakeBrackets,MFG-112943,Backlog,BETA_Case,03/Dec/21 12:01 PM,13/Dec/21 12:00 AM,Medium
MakeTubes,MFG-111959,Backlog,BETA_Case,03/Dec/21 12:01 PM,10/Dec/21 12:00 AM,Medium
MakeIDB,MFG-111957,Backlog,BETA_Case,03/Dec/21 12:01 PM,10/Dec/21 12:00 AM,Medium
MakeBrackets,MFG-111956,Backlog,BETA_Case,03/Dec/21 12:01 PM,10/Dec/21 12:00 AM,Medium
MakeBrackets,MFG-101456,Bracket print file setup,reorder,25/Jan/22 2:04 PM,25/Oct/21 12:00 AM,Medium
MakeTubes,MFG-74179,Backlog,ALPHA_Case,26/Jan/22 4:10 PM,17/Sep/21 12:00 AM,Medium
MakeIDB,MFG-72515,Backlog,ALPHA_Case,26/Jan/22 4:10 PM,17/Sep/21 12:00 AM,Medium
MakeBrackets,MFG-72514,Backlog,ALPHA_Case,26/Jan/22 4:10 PM,17/Sep/21 12:00 AM,Medium
MakeBrackets,MFG-1034,Backlog,cerafab_test_print,25/Sep/20 3:49 PM,01/Nov/19 12:00 AM,Medium
MakeBrackets,MFG-983,Backlog,cerafab_test_print,25/Sep/20 3:49 PM,16/Oct/19 12:00 AM,Medium
MakeIDB,MFG-449,Backlog,cerafab_test_print,25/Sep/20 3:49 PM,25/Jul/19 12:00 AM,Medium
MakeIDB,MFG-308,Backlog,cerafab_test_print,25/Sep/20 3:49 PM,15/Jul/19 12:00 AM,Medium
MakeIDB,MFG-290,Backlog,cerafab_test_print,25/Sep/20 3:49 PM,05/Jul/19 12:00 AM,Medium
