Issue Type,Issue key,Status,Labels,Status Last Changed,Desired Ship Date,Priority
MakeBrackets,MFG-155584,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155578,Ready to Print,reorder,27/Jan/22 10:50 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155577,Debinding Program Started,reorder,27/Jan/22 10:50 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155572,Ready to Print,reorder,27/Jan/22 9:35 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155571,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155567,IDB Rinse,reorder,27/Jan/22 12:52 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155566,Warming Oven,reorder,26/Jan/22 8:36 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155555,IDB Rinse,reorder,27/Jan/22 12:53 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155554,Debinding Program Started,reorder,27/Jan/22 10:49 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155543,Ready to Print,reorder,27/Jan/22 11:44 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155542,Warming Oven,reorder,26/Jan/22 8:41 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155531,Ready to Print,reorder,27/Jan/22 11:44 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155530,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155526,Ready to Print,reorder,27/Jan/22 11:49 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155525,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155521,Ready to Print,reorder,27/Jan/22 11:56 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155520,Warming Oven,reorder,26/Jan/22 8:41 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155516,Ready to Print,reorder,27/Jan/22 11:50 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155515,Warming Oven,reorder,26/Jan/22 8:41 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155511,Ready to Print,reorder,27/Jan/22 11:56 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155510,Warming Oven,reorder,26/Jan/22 8:40 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155506,Vida Print Start,reorder,27/Jan/22 1:00 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155505,Warming Oven,reorder,26/Jan/22 8:37 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155494,Print Next,reorder,27/Jan/22 12:55 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155493,Debinding Program Started,reorder,27/Jan/22 10:51 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155489,Ready to Print,reorder,27/Jan/22 12:28 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155488,Warming Oven,reorder,26/Jan/22 8:40 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155484,Ready to Print,reorder,27/Jan/22 12:38 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155483,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155479,Ready to Print,reorder,27/Jan/22 12:38 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155478,Warming Oven,reorder,26/Jan/22 9:23 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155474,Ready to Print,reorder,27/Jan/22 12:50 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155473,Warming Oven,reorder,26/Jan/22 9:38 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155469,Ready to Print,reorder,27/Jan/22 12:50 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155468,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155457,Ready for Print File Setup,reorder,26/Jan/22 5:05 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155456,Warming Oven,reorder,26/Jan/22 9:39 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155452,Ready for Print File Setup,reorder,26/Jan/22 8:23 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155451,Warming Oven,reorder,26/Jan/22 9:24 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155447,Ready for Print File Setup,reorder,26/Jan/22 5:05 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155446,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155435,Backlog,mixed_dentition,25/Jan/22 3:52 PM,01/Mar/22 12:00 AM,Medium
MakeBrackets,MFG-155434,Backlog,mixed_dentition,25/Jan/22 3:52 PM,01/Mar/22 12:00 AM,Medium
MakeIDB,MFG-155414,Ready for Print File Setup,reorder,26/Jan/22 8:23 PM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155413,Warming Oven,reorder,26/Jan/22 9:24 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155409,Ready for Print File Setup,reorder,26/Jan/22 5:05 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155408,Warming Oven,reorder,26/Jan/22 9:40 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155404,Ready for Print File Setup,reorder,26/Jan/22 5:05 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155403,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155399,Ready for Print File Setup,reorder,26/Jan/22 5:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155398,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155394,Ready for Print File Setup,reorder,26/Jan/22 5:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155393,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155389,Ready for Print File Setup,reorder,27/Jan/22 10:51 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155388,Debinding Program Started,reorder,27/Jan/22 10:51 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155377,Ready for Print File Setup,reorder,26/Jan/22 7:03 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155376,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155365,Ready for Print File Setup,reorder,26/Jan/22 5:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155364,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155360,Ready for Print File Setup,reorder,26/Jan/22 5:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155359,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155349,Ready for Print File Setup,reorder,26/Jan/22 5:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155348,Warming Oven,reorder,26/Jan/22 3:51 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155344,Ready for Print File Setup,reorder,27/Jan/22 10:51 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155343,Debinding Program Started,reorder,27/Jan/22 10:51 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155325,Ready for Print File Setup,reorder,27/Jan/22 10:34 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155324,Bracket Cleaning,reorder,27/Jan/22 12:34 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155320,Ready for Print File Setup,reorder,26/Jan/22 5:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155319,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155315,Ready for Print File Setup,reorder,26/Jan/22 5:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155314,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155310,Ready for Print File Setup,reorder,26/Jan/22 5:46 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155309,Warming Oven,reorder,26/Jan/22 1:22 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155305,Ready for Print File Setup,reorder,26/Jan/22 5:46 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155304,Warming Oven,reorder,26/Jan/22 1:22 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155293,Ready for Print File Setup,reorder,26/Jan/22 5:46 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155292,Warming Oven,reorder,26/Jan/22 1:22 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155281,Ready for Print File Setup,reorder,26/Jan/22 7:03 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155280,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155276,Ready for Print File Setup,reorder,27/Jan/22 10:34 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155275,Bracket Cleaning,reorder,27/Jan/22 12:34 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155271,Ready for Print File Setup,reorder,26/Jan/22 5:46 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155270,Warming Oven,reorder,26/Jan/22 1:22 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155266,Ready for Print File Setup,reorder,26/Jan/22 5:46 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155265,Warming Oven,reorder,26/Jan/22 1:22 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155261,Ready for Print File Setup,reorder,26/Jan/22 5:46 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155260,Warming Oven,reorder,26/Jan/22 1:23 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155256,Ready for Print File Setup,reorder,27/Jan/22 10:34 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155255,Bracket Cleaning,reorder,27/Jan/22 12:35 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155251,Ready for Print File Setup,reorder,26/Jan/22 5:46 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155250,Warming Oven,reorder,26/Jan/22 1:23 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155225,Ready for Print File Setup,reorder,26/Jan/22 6:16 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155224,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155213,Ready for Print File Setup,reorder,26/Jan/22 6:15 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155212,Warming Oven,reorder,26/Jan/22 12:01 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155208,Ready for Print File Setup,reorder,26/Jan/22 6:16 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155207,Warming Oven,reorder,26/Jan/22 12:01 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155202,Ready for Print File Setup,reorder,26/Jan/22 6:16 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155201,Warming Oven,reorder,26/Jan/22 12:01 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155190,Ready for Print File Setup,reorder,26/Jan/22 6:16 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155189,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155178,Ready for Print File Setup,reorder,26/Jan/22 6:16 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155177,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155152,Ready for Print File Setup,reorder,25/Jan/22 2:01 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155147,Ready for Print File Setup,reorder,27/Jan/22 5:04 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155146,Warming Oven,reorder,27/Jan/22 10:43 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155142,Ready for Print File Setup,reorder,26/Jan/22 7:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155141,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155137,Ready for Print File Setup,reorder,26/Jan/22 7:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155136,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155111,Ready for Print File Setup,reorder,26/Jan/22 7:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155110,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155106,Ready to Print,reorder,27/Jan/22 11:07 AM,03/Feb/22 12:00 AM,Highest
MakeBrackets,MFG-155105,Warming Oven,reorder,26/Jan/22 3:40 PM,03/Feb/22 12:00 AM,Highest
MakeIDB,MFG-155094,Ready for Print File Setup,reorder,26/Jan/22 7:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155093,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155074,Ready for Print File Setup,reorder,26/Jan/22 7:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155073,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155062,Ready for Print File Setup,mixed_dentition,26/Jan/22 7:20 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155061,Warming Oven,mixed_dentition,26/Jan/22 4:10 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155042,Ready for Print File Setup,reorder,26/Jan/22 7:19 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155041,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155030,Ready for Print File Setup,reorder,27/Jan/22 10:55 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155029,Cerafab Print Start,reorder,27/Jan/22 12:35 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-155017,Ready for Print File Setup,reorder,27/Jan/22 10:54 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-155016,Cerafab Print Start,reorder,27/Jan/22 12:35 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154996,Ready for Print File Setup,reorder,27/Jan/22 10:55 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154995,Cerafab Print Start,reorder,27/Jan/22 12:36 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154983,Ready for Print File Setup,reorder,26/Jan/22 7:20 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154982,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154971,Ready for Print File Setup,reorder,26/Jan/22 7:44 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154970,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154959,Ready for Print File Setup,reorder,27/Jan/22 10:55 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154958,Cerafab Print Start,reorder,27/Jan/22 12:36 PM,03/Feb/22 12:00 AM,Medium
MakeTubes,MFG-154956,Backlog,mixed_dentition,26/Jan/22 11:24 AM,07/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154954,Backlog,mixed_dentition,26/Jan/22 11:24 AM,07/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154953,Backlog,mixed_dentition,26/Jan/22 11:24 AM,07/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154940,Ready for Print File Setup,reorder,26/Jan/22 7:44 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154939,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154933,Ready for Print File Setup,reorder,25/Jan/22 11:38 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154928,Ready for Print File Setup,reorder,27/Jan/22 10:55 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154927,Cerafab Print Start,reorder,27/Jan/22 12:36 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154923,Ready for Print File Setup,reorder,26/Jan/22 7:44 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154922,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154918,Ready for Print File Setup,reorder,26/Jan/22 7:44 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154917,Warming Oven,reorder,26/Jan/22 6:18 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154906,Ready for Print File Setup,reorder,27/Jan/22 10:55 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154905,Cerafab Print Start,reorder,27/Jan/22 12:36 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154894,Ready for Print File Setup,reorder,26/Jan/22 7:45 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154893,Warming Oven,reorder,26/Jan/22 6:19 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154882,Ready for Print File Setup,reorder,25/Jan/22 10:45 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154881,Open,reorder,25/Jan/22 10:45 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154877,Ready for Print File Setup,reorder,25/Jan/22 10:45 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154876,Open,reorder,25/Jan/22 10:45 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154858,Ready for Print File Setup,reorder,26/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154857,Warming Oven,reorder,26/Jan/22 7:01 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154853,Ready for Print File Setup,reorder,26/Jan/22 7:45 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154852,Warming Oven,reorder,26/Jan/22 6:19 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154832,Ready for Print File Setup,reorder,26/Jan/22 7:45 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154831,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154811,Ready for Print File Setup,reorder,26/Jan/22 8:04 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154810,Warming Oven,reorder,26/Jan/22 7:01 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154798,Ready for Print File Setup,reorder,26/Jan/22 8:04 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154797,Warming Oven,reorder,26/Jan/22 7:01 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154793,Ready for Print File Setup,reorder,26/Jan/22 8:04 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154792,Warming Oven,reorder,26/Jan/22 7:01 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154781,Ready for Print File Setup,reorder,26/Jan/22 8:04 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154780,Warming Oven,reorder,26/Jan/22 7:02 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154776,Ready for Print File Setup,reorder,25/Jan/22 9:39 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154775,Open,reorder,25/Jan/22 9:39 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154771,Ready for Print File Setup,reorder,25/Jan/22 9:36 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154770,Open,reorder,25/Jan/22 9:36 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154766,Ready for Print File Setup,reorder,26/Jan/22 9:31 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154765,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154761,Ready for Print File Setup,reorder,25/Jan/22 9:33 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154760,Open,reorder,25/Jan/22 9:33 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154756,Ready for Print File Setup,reorder,26/Jan/22 9:31 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154755,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154744,Ready for Print File Setup,reorder,25/Jan/22 9:30 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154743,Open,reorder,25/Jan/22 9:30 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154739,Ready for Print File Setup,reorder,26/Jan/22 9:31 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154738,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154727,Ready for Print File Setup,reorder,26/Jan/22 11:06 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154726,Warming Oven,reorder,26/Jan/22 4:11 PM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154722,Ready for Print File Setup,reorder,25/Jan/22 9:27 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154721,Open,reorder,25/Jan/22 9:27 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154717,Ready for Print File Setup,reorder,26/Jan/22 9:31 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154716,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154698,Ready for Print File Setup,reorder,25/Jan/22 8:56 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154697,Debinding Program Started,reorder,26/Jan/22 5:20 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154693,Ready for Print File Setup,reorder,26/Jan/22 9:31 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154692,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154679,Ready for Print File Setup,reorder,25/Jan/22 8:28 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154678,Debinding Program Started,reorder,26/Jan/22 5:20 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154674,Ready for Print File Setup,reorder,25/Jan/22 8:28 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154673,Debinding Program Started,reorder,26/Jan/22 5:20 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154667,Ready for Print File Setup,reorder,26/Jan/22 11:06 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154666,Debinding Program Started,reorder,27/Jan/22 8:03 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154609,Ready for Print File Setup,reorder,27/Jan/22 9:41 AM,03/Feb/22 12:00 AM,Highest
MakeIDB,MFG-154583,Ready for Print File Setup,reorder,27/Jan/22 8:05 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154582,Debinding Program Started,reorder,27/Jan/22 8:05 AM,03/Feb/22 12:00 AM,Medium
MakeTubes,MFG-154573,Debinding Program Started,reorder,27/Jan/22 10:49 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154571,Ready for Print File Setup,reorder,27/Jan/22 8:05 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154570,Debinding Program Started,reorder,27/Jan/22 8:05 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154545,Ready for Print File Setup,reorder,27/Jan/22 8:05 AM,03/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154544,Debinding Program Started,reorder,27/Jan/22 8:05 AM,03/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154505,Ready to Print,reorder,26/Jan/22 7:21 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154504,Combi Program Started,reorder,25/Jan/22 12:29 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154493,Ready to Print,reorder,26/Jan/22 8:04 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154492,Sintering Program Started,reorder,27/Jan/22 12:57 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154488,Ready to Print,reorder,26/Jan/22 8:04 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154487,Debinding Program Started,reorder,26/Jan/22 8:54 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154482,Bracket print file setup,reorder,26/Jan/22 8:43 AM,02/Feb/22 12:00 AM,Highest
MakeBrackets,MFG-154477,Sintering Program Started,reorder,27/Jan/22 12:59 PM,02/Feb/22 12:00 AM,Highest
MakeBrackets,MFG-154451,Debinding Program Started,reorder,27/Jan/22 11:32 AM,02/Feb/22 12:00 AM,Highest
MakeBrackets,MFG-154432,Debinding Program Started,reorder,26/Jan/22 1:43 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154420,Sintering Program Started,reorder,27/Jan/22 1:00 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154409,Ready to Print,reorder,26/Jan/22 9:01 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154408,Combi Program Started,reorder,25/Jan/22 12:29 PM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154403,Combi Program Started,reorder,26/Jan/22 2:55 PM,02/Feb/22 12:00 AM,Highest
MakeBrackets,MFG-154398,Sintering Program Started,reorder,27/Jan/22 12:58 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154394,Ready to Print,reorder,27/Jan/22 6:49 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154393,Combi Program Started,reorder,25/Jan/22 12:29 PM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154389,Ready to Print,reorder,27/Jan/22 7:26 AM,02/Feb/22 12:00 AM,Medium
MakeBrackets,MFG-154388,Debinding Program Started,reorder,27/Jan/22 10:49 AM,02/Feb/22 12:00 AM,Medium
MakeIDB,MFG-154370,Ready to Print,reorder,27/Jan/22 7:17 AM,02/Feb/22 12:00 AM,Medium
